text,label,clean_text
ye apke liye likha gaya hai ... area per square eench :P,Positive,ye apke liye likha gaya hai area per square eench p
Bhai main ek shareef insan hon :-P,Positive,bhai main ek shareef insan hon p
yd h aik mohtrma hua krti ti shareeef tareeen bibi 😂😂😂,Positive,yd h aik mohtrma hua krti ti shareeef tareeen bibi
Haha...mtlb main shareef nazar aati hun...😜😁,Positive,haha mtlb main shareef nazar aati hun
Wyse main shareef hun b...😂😉,Positive,wyse main shareef hun b
no galazaat,Positive,no galazaat
Wo to shukar hy aesi technology ai nh abhi😂😂,Positive,wo to shukar hy aesi technology ai nh abhi
shreef bcha,Positive,shreef bcha
hn hn bohot shreef,Positive,hn hn bohot shreef
Bolti rahu but ma messani ni,Positive,bolti rahu but ma messani ni
bht saaaf or shareeef hun koi ghalazat nai 😂,Positive,bht saaaf or shareeef hun koi ghalazat nai
wah wah kia soch pyi hy shahneez😂,Positive,wah wah kia soch pyi hy shahneez
dair aye pr drust aye 😂😂,Positive,dair aye pr drust aye
hi rabi tu kitni famous hu gai,Positive,hi rabi tu kitni famous hu gai
😀 meray shareef dost,Positive,meray shareef dost
Hell true :-/ waday tusi sharif hunh,Positive,hell true waday tusi sharif hunh
Han koi shak ni,Positive,han koi shak ni
pyari baat,Positive,pyari baat
....ap k liay kuch khoobsurat batain😎🤗,Positive,ap k liay kuch khoobsurat batain
Haha dafa karo aj kal ghlazat sy door he rehta hun :-D,Positive,haha dafa karo aj kal ghlazat sy door he rehta hun d
Ap b shreef hain isi leye mn apko shareef lgi 😊😂😂😂😂,Positive,ap b shreef hain isi leye mn apko shareef lgi
Sahi Kaha😂😂,Positive,sahi kaha
Shabash khabeesni ..sahi boli aik dum !!,Positive,shabash khabeesni sahi boli aik dum
Aur tm safai se kr jati ho 👊🏻👊🏻😒,Positive,aur tm safai se kr jati ho
Saif tumhry kapry nusrat api pehan sakti hain...nhi na... tu phir...,Positive,saif tumhry kapry nusrat api pehan sakti hain nhi na tu phir
Moqay py choka,Positive,moqay py choka
Sb hi mazay k hain,Positive,sb hi mazay k hain
aja pilati😝😝,Positive,aja pilati
Janeman sari chizaaay kehlaooo gi treat pr,Positive,janeman sari chizaaay kehlaooo gi treat pr
Dabba Khali is liye ho ga kyun k tum kha chuki ho gi na 😂😂😂,Positive,dabba khali is liye ho ga kyun k tum kha chuki ho gi na
Sharab pin gy wd sheesha 😂😂😂 sutty lgain gy jani sutty,Positive,sharab pin gy wd sheesha sutty lgain gy jani sutty
ye ly or fkr na kr hm 7 7 hain,Positive,ye ly or fkr na kr hm hain
Peene wala bann aja.. tujhy sahi se coca cola pilaoga..,Positive,peene wala bann aja tujhy sahi se coca cola pilaoga
Buri bat achhy bchchy galiyan nhi dety,Positive,buri bat achhy bchchy galiyan nhi dety
nhe tum itna taradud na kro bus aj ka mera bill tumhari taraf sa ma na sasta ma maaf kea😎,Positive,nhe tum itna taradud na kro bus aj ka mera bill tumhari taraf sa ma na sasta ma maaf kea
ap mahaan ho ap india chaly jao 🤣,Positive,ap mahaan ho ap india chaly jao
anum tum kini pyari ho,Positive,anum tum kini pyari ho
Bas bas bhan itna pyar na do samhala nae jay ga😂😂😂,Positive,bas bas bhan itna pyar na do samhala nae jay ga
aray is se b ziada don gi ane to do😄,Positive,aray is se b ziada don gi ane to do
Achha krti ho,Positive,achha krti ho
Sae kha,Positive,sae kha
Allah ka shuakr hy ye tw hum per 😂,Positive,allah ka shuakr hy ye tw hum per
changi gal hy,Positive,changi gal hy
hum girls hn isliye judge kr skti hn but as a psychologist nhe kr sktien...ajeeb bat h😂😂 mem ko btaen gy hum kr skti hn judge bcoz we r girls😈😝,Positive,hum girls hn isliye judge kr skti hn but as a psychologist nhe kr sktien ajeeb bat h mem ko btaen gy hum kr skti hn judge bcoz we r girls
tab main tumain btao ge na 😂 aur bhe maza ae ga,Positive,tab main tumain btao ge na aur bhe maza ae ga
ya ya.. they have all rights to do that with out any regret 😂,Positive,ya ya they have all rights to do that with out any regret
Hahhahaha kesy hm apny points ko defend krty hy use hm BBA krny k bad bhi lawyer bn skty hy 🤣🤣🤣🤣🤣,Positive,hahhahaha kesy hm apny points ko defend krty hy use hm bba krny k bad bhi lawyer bn skty hy
wo to hm bne bnaye hain 😉 😂😂,Positive,wo to hm bne bnaye hain
Hehehe bs kbhi Gharoor nhi keya😂😂,Positive,hehehe bs kbhi gharoor nhi keya
"Hahaha ap Tu bhot ""masoom"" Hain 😂😂",Positive,hahaha ap tu bhot masoom hain
Don't care :-D..judge kro hamen or saro :-\,Positive,don t care d judge kro hamen or saro
"our ""Aja khedeye"" is zada cute 😂😂",Positive,our aja khedeye is zada cute
Uper waly portion will always welcome them😂,Positive,uper waly portion will always welcome them
Hahaha a jaoo yahe kam best haii ab 😂😂😂,Positive,hahaha a jaoo yahe kam best haii ab
Or check kr hamari predictions almost such b niklti then :D hahaha,Positive,or check kr hamari predictions almost such b niklti then d hahaha
Or baray achay say Yeh kaam hum anjaam detay hain😄😂,Positive,or baray achay say yeh kaam hum anjaam detay hain
bs dehko urdu agye parhna :')😂😂❤,Positive,bs dehko urdu agye parhna
Hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl one😂😂😂😂,Positive,hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl one
Tmara pasandeedaaa kam :-D,Positive,tmara pasandeedaaa kam d
fav kaam hai hummara yaar.,Positive,fav kaam hai hummara yaar
hmri jugjmnt kaml ki ha nw 😛😂😂😂😂,Positive,hmri jugjmnt kaml ki ha nw
Hahahaha bht hi enjoy karty thy hm gari me fiza k sath b ..,Positive,hahahaha bht hi enjoy karty thy hm gari me fiza k sath b
O haan fiza Hahha usy kdr bhool skty hahahha,Positive,o haan fiza hahha usy kdr bhool skty hahahha
Hahahahahahahahaha chalo chalo naiki aur pooch pooch 😂😂,Positive,hahahahahahahahaha chalo chalo naiki aur pooch pooch
"Tu jahan mein wahan, meri aziz:')",Positive,tu jahan mein wahan meri aziz
😂😂 men samjha ap ne likha h ao logon ko haj kratay hen lol,Positive,men samjha ap ne likha h ao logon ko haj kratay hen lol
behtreen hogaya 😂😂😂,Positive,behtreen hogaya
Jao ja k hajj kro,Positive,jao ja k hajj kro
ajao yah hmara fvrt kam ha 😁,Positive,ajao yah hmara fvrt kam ha
Hahaha hum to master hain is kaam mein 😂😂,Positive,hahaha hum to master hain is kaam mein
ajao...ajj main mood main houn,Positive,ajao ajj main mood main houn
Haa sahi gaalh aaah..,Positive,haa sahi gaalh aaah
ao un k gunah kum krty hain 😂😂😂,Positive,ao un k gunah kum krty hain
Aur unhy pak krty hain😂😂,Positive,aur unhy pak krty hain
tbi wo white lgty hain 😂😂,Positive,tbi wo white lgty hain
Hmari tu prediction b sahe hoti hai,Positive,hmari tu prediction b sahe hoti hai
fiqr na faqaa aish kr kaka,Positive,fiqr na faqaa aish kr kaka
"Jaani grand party hogi I am overexicted for your day😎😂❤
 Tu lagdi Lahore ki cause Tera Mohn chetaa hath kalay💁😂",Positive,jaani grand party hogi i am overexicted for your day tu lagdi lahore ki cause tera mohn chetaa hath kalay
Hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,Positive,hahahah hawn kh dn gii tm b mera taraf sy uncle aunty ko shukriya kh do
Hahahahah idea axhw h  api,Positive,hahahahah idea axhw h api
Jizroor ..... Mei apne aunty  ka dilse Shukriya Ada krti huu 😂😂😂😂,Positive,jizroor mei apne aunty ka dilse shukriya ada krti huu
anty ko thanksss bol...anty I love you😍 thanku so much😂,Positive,anty ko thanksss bol anty i love you thanku so much
Mera to Salam bol pair chhuuuh anti ne mjhe Jo btya tha hahahahahahahahaha,Positive,mera to salam bol pair chhuuuh anti ne mjhe jo btya tha hahahahahahahahaha
yes of course i'm thankful to your parents namooni :* <3 <3,Positive,yes of course i m thankful to your parents namooni
aunty ka bhot bhot shukriya krdena meri trf se,Positive,aunty ka bhot bhot shukriya krdena meri trf se
phupo ko thanks bolin meri trf sy bht bht 😂😂😂😂😂😂😂,Positive,phupo ko thanks bolin meri trf sy bht bht
Uncle anti ko dill ke gahriyoen sa thanks bolna mere traf sa 😍😂😂😂,Positive,uncle anti ko dill ke gahriyoen sa thanks bolna mere traf sa
aunty uncle ko yaad se thnku bolin meri taraf se 😉😂,Positive,aunty uncle ko yaad se thnku bolin meri taraf se
aunty k lie meri taraf se aik chummi idhr aik chummi idhr :'),Positive,aunty k lie meri taraf se aik chummi idhr aik chummi idhr
Woi naa khushaal gharanaaa hamra😂😍,Positive,woi naa khushaal gharanaaa hamra
bht shukria rna m apni dil diyan gallan kisko sunato😅,Positive,bht shukria rna m apni dil diyan gallan kisko sunato
....mairi taraf sy uncle aunty ko thanks bolna,Positive,mairi taraf sy uncle aunty ko thanks bolna
uncle anty ko meri taraf syyyh buht buht shukriaaaa kehna 😂😂,Positive,uncle anty ko meri taraf syyyh buht buht shukriaaaa kehna
Hahahah ok ok Aur meri taraf say be uncle aunty ko shukriya keh Dena 😂😛,Positive,hahahah ok ok aur meri taraf say be uncle aunty ko shukriya keh dena
apny apny ami abu ko mri trf sy shukria. Bl dy,Positive,apny apny ami abu ko mri trf sy shukria bl dy
Hahahaha meri trf se b uncle aunty ka dhanaywaad😝😝,Positive,hahahaha meri trf se b uncle aunty ka dhanaywaad
Kancha item dia h inshort😂😂😂😂,Positive,kancha item dia h inshort
meri zindagi k tum anmol namonay 😝,Positive,meri zindagi k tum anmol namonay
Hahaha dekha hamari importance 😉,Positive,hahaha dekha hamari importance
Dekh lo beta hum namono k bagair tumahara guzara bhi nahi 😉,Positive,dekh lo beta hum namono k bagair tumahara guzara bhi nahi
shukriya bht bht aapke parents ka k mujhe yeh gift diya unho ney 🎁🎁,Positive,shukriya bht bht aapke parents ka k mujhe yeh gift diya unho ney
thank u uncle anty 😘😘 warna mai incmplte rh jati 😅😅,Positive,thank u uncle anty warna mai incmplte rh jati
shukr hy ye namoona peuda kya. Thanks to uncle aunty 😂😂😂,Positive,shukr hy ye namoona peuda kya thanks to uncle aunty
By itkhtyr qahqa laga h myra😂😂😂😂 tm b bst sy opr ho,Positive,by itkhtyr qahqa laga h myra tm b bst sy opr ho
Hahahahahahahahahahhaha haso haso wanjo kri krto😁😁,Positive,hahahahahahahahahahhaha haso haso wanjo kri krto
tmahari ammi abu ka shukrea tmhari birthday pe kea tha ada mene..  ab tmhari b aari birthday unka b krungi😚😚,Positive,tmahari ammi abu ka shukrea tmhari birthday pe kea tha ada mene ab tmhari b aari birthday unka b krungi
apni mama ko zarur thanks keh dena from my side 😘😘😘 loveeee bohat cute ho tm,Positive,apni mama ko zarur thanks keh dena from my side loveeee bohat cute ho tm
Aunty ko bhttt bhttt shukriya kehna,Positive,aunty ko bhttt bhttt shukriya kehna
Hahahahaha bas bas is khushi Mai Kal dilpasnd ki meethai le aana,Positive,hahahahaha bas bas is khushi mai kal dilpasnd ki meethai le aana
humy  k parents ka shukriya krna chahiye,Positive,humy k parents ka shukriya krna chahiye
uncle aunty ko meri trf se 21 topon ki salamiii....😂😂,Positive,uncle aunty ko meri trf se topon ki salamiii
aunty ko mri trf se thanku bol dena with kissy,Positive,aunty ko mri trf se thanku bol dena with kissy
Its a Great Pleasure😉😂,Positive,its a great pleasure
mn khudhh aungi specially,Positive,mn khudhh aungi specially
dill ki gehraion se dhanywaar 😂,Positive,dill ki gehraion se dhanywaar
.😂 Thanks boldenA meri taraf Se,Positive,thanks boldena meri taraf se
thank u bol apne parents ko meri taraf se 😂,Positive,thank u bol apne parents ko meri taraf se
Hahah wai I owe a special thankyou party to uncle n aunty then 😜,Positive,hahah wai i owe a special thankyou party to uncle n aunty then
"D ke la ma ta tag koli,BTW a big thankooo😘😘😍😂",Positive,d ke la ma ta tag koli btw a big thankooo
Beshak 😂😂 kissi or k bas ka kaam nh ya 😂😂,Positive,beshak kissi or k bas ka kaam nh ya
Sana Butt Should i tag your mama? 😂,Positive,sana butt should i tag your mama
tum na paida hti to kya hta mra,Positive,tum na paida hti to kya hta mra
mama ko zaroor thanks kahin 😂😂😂😂😂😂,Positive,mama ko zaroor thanks kahin
k momy daddy apka thankyu 😜😜😜,Positive,k momy daddy apka thankyu
Thank u mommy daddy 😂😂😂tu tau nawafil parh apne ami abu k liye #iykwim😆😉,Positive,thank u mommy daddy tu tau nawafil parh apne ami abu k liye iykwim
Yeah cx they deserv .... akhir koi km karnama nae kia shukrany k nafanil ada krny hi chaheay 😜,Positive,yeah cx they deserv akhir koi km karnama nae kia shukrany k nafanil ada krny hi chaheay
meri taraf se bohat shukriya.. :p,Positive,meri taraf se bohat shukriya p
aunty specaily ap ka bht shukriya😂😂,Positive,aunty specaily ap ka bht shukriya
antiii ne bht naik kaam kiya 😅❤,Positive,antiii ne bht naik kaam kiya
I grateful to ur parents 😂😂,Positive,i grateful to ur parents
Thank you so much aunti 😁,Positive,thank you so much aunti
Main tou fakhar kar rahi hun 😂,Positive,main tou fakhar kar rahi hun
Alhamdulillah ❤,Positive,alhamdulillah
mai shukar guzar hn ami abu ki :-/,Positive,mai shukar guzar hn ami abu ki
special mili hon bai mein touuu,Positive,special mili hon bai mein touuu
thankyou bolna ami baba ko 😂😂😂😂😂,Positive,thankyou bolna ami baba ko
ama ko thanx kehna apni😂😜,Positive,ama ko thanx kehna apni
Still u r my buddy 😘,Positive,still u r my buddy
", 😂 Aunty Fari ko shukria kehna 😂",Positive,aunty fari ko shukria kehna
tell Aunty bauhat shukria 🤣,Positive,tell aunty bauhat shukria
Haha i love u so much meri jan,Positive,haha i love u so much meri jan
thanks to parents,Positive,thanks to parents
thankew sooo mch anty 😁😁,Positive,thankew sooo mch anty
Hahaha .... ma zaror karu g,Positive,hahaha ma zaror karu g
Hahaha thk ha g zror krna,Positive,hahaha thk ha g zror krna
phupho thanku ❤️,Positive,phupho thanku
thank u JAAN G 😉😜,Positive,thank u jaan g
Uncle aunty ka shukriya ada karna :D :P,Positive,uncle aunty ka shukriya ada karna d p
uncle aunty shukriya karna 😂😂,Positive,uncle aunty shukriya karna
Lol same to your parents as well,Positive,lol same to your parents as well
bht hi na shukari ho waisay,Positive,bht hi na shukari ho waisay
hahahhaa shokhi,Positive,hahahhaa shokhi
Shukriya shehzadi auntie,Positive,shukriya shehzadi auntie
meri maa ko khushi honi🤣,Positive,meri maa ko khushi honi
Anyaa ye tm.ne kha tha mjhe😂😂😂❤💋,Positive,anyaa ye tm ne kha tha mjhe
Lol,Positive,lol
aunty ko shukria kehna :D,Positive,aunty ko shukria kehna d
Okay 😂,Positive,okay
yaar apne mamaki id btaaa,Positive,yaar apne mamaki id btaaa
chor tujhe unki nazar mn girana nhi chahti 😉,Positive,chor tujhe unki nazar mn girana nhi chahti
:D :D bs dil se dil ko raah hoti hai :D,Positive,d d bs dil se dil ko raah hoti hai d
Hahahahaha wah,Positive,hahahahaha wah
uncle ko tag kron.?,Positive,uncle ko tag kron
Tum kro or agla 1 ghanta bad face to face thanks krna aya ga,Positive,tum kro or agla ghanta bad face to face thanks krna aya ga
robina aunty ka shukria adda kr dun unhe add kr ke 😂,Positive,robina aunty ka shukria adda kr dun unhe add kr ke
Heer Naqvi,Positive,heer naqvi
Hassan Husnain,Positive,hassan husnain
reply kia na,Positive,reply kia na
Mjhay nahi tag Kia 😑🤬,Positive,mjhay nahi tag kia
YE aunty ko dikha do Please :D,Positive,ye aunty ko dikha do please d
uncle aunty ka num de,Positive,uncle aunty ka num de
Haniya Khan.,Positive,haniya khan
Hahaha😂,Positive,hahaha
Aunty i love you ❤💛,Positive,aunty i love you
Zaib Usman😂,Positive,zaib usman
Hadia kh,Positive,hadia kh
atiya nisar,Positive,atiya nisar
Tmhari ami ko b 😂,Positive,tmhari ami ko b
Haha Razzaque bhai ko b😂😂😂😂,Positive,haha razzaque bhai ko b
Me b cemnt agency walo ka bra shukrguzar ho hahahah,Positive,me b cemnt agency walo ka bra shukrguzar ho hahahah
aunty bht bht shukriya😂😂♥️,Positive,aunty bht bht shukriya
Hahahhahah😂,Positive,hahahhahah
Heheheh..:)),Positive,heheheh
