clean_text,label
in ke walid khadim mohyeddin dars o tadres ke shobey se munsalik the,Neutral
kb karain gy phir se i miss that,Neutral
iss ke baad jhangir khan ke walid roshan khan aur bhai torsam khan kamyabian hasil kein te rahe,Positive
that s what you guys say about your daughters kia benga iska and niazi calling another wuss niazi hahaha,Neutral
mera bhi ahista ahista ab dil agaya hai is pr pyare lgnay lge he yeh arsal ki ghalti nhi hai,Positive
but mujhy bhi tak recieved nhi howa kb tak recieved ho ga,Negative
ap ko bhe,Neutral
hdiya kasy karna ha,Neutral
lanat beshumar ho is pr,Negative
jo shaks zindagi ki sari kamyaban moqadder mein likhwaney ke bad iss duniya mein aya ho aur jisey shuhrat amm ki manzil tek pahonchney ke liyeh aik tinka na hilana paraho uski bazahir sedhi aur sapat zindagi mein awam ko kiya dilchspi ho sakti thi lakin haqeeqat yeh hay key apnay maddahon ki jetni bari khaip waheed murad ne tayar ki woh pakistan key kisi hero ko naseeb nahein hue yeh wahid hero tha jiskey maddahon ne monazzim hoker fan club tashkeel deay aur ajj is ski mout key itney baras bad bhi yeh maddah uski yad mein ijtemat ker tey haien uski filmon key khasusi show muaqid karatey haien uski qaber par hazri detey haien aur uskey nam par film award jari ker tey haien,Positive
ulfat kin ae manzil ko chala tu bahein daal ke baahon mein anwar kamal pasha ki in dono films ki kamiyabi mein iqbal bano ki awaaz ka bohat dakhal tha,Positive
tv pr nwaz sharif ki taraf se dosri partion pr bhonkne wale kute mushtaq minhas k mon mein aj nwaz sharif ne huddi dal di aur wo aazad kashmir assembly ka member bn gia,Negative
begharti ki tuny intaha kr di hy teri behn bhi aisy hi nachti hy jb hi tou etni shadiyan krti phirti hy,Negative
imran bohat qabil e tareef hain kyun ke wo kisi bhi tarah ke halaat mein reh sakte hain wo bila wajah naak bhawen charane wale aadmi nahi hain,Positive
jalnay ki boo a rhiii,Neutral
inho ne dosri jang e azeem ke zamane mein fauji geet likhe the aur geet ko bhi inho ne nae peykar ata kiye,Positive
bht hi na shukari ho waisay,Positive
bol kaha chupay giii,Neutral
agree main be sth hun in zalmu ko khatam karny main allah azab bhjy in pay mar jay dafa ho jay,Negative
inshallah par umer akmal na ho team ma psl,Neutral
bachae namaz nai parhtae roza rakthae hae,Negative
is hafty i thnk new episode naheen aai,Neutral
allah is ko gharaq kary ameeeeeen,Negative
hehehe ic main lagan kiya,Neutral
main inhe un dino se janta hon jab wo jawan raana hua karte the aur main radio pakistan mein drama producer tha,Neutral
zaberdast sheesha hai one liqua flavour bhe hai,Positive
main role i think pheeche parhi hue chapal ka hona hai p p,Negative
ap name rkho ammara bibi,Neutral
isi kamiyabi se mutassir ho kar steven spielberg ne film close encounter banai jis ne box office par acha business kiya,Positive
phir section a walay aye,Neutral
hum to kabi nahi krty,Neutral
dusro ko kehnay par shahbaz sharif nay apne app ko manwane ki koshish karne kay bajaye nay apne baray bhai nawaz sharif ki parvi karne ko hi tarji di hai,Neutral
sher phobia aik la ilaj marz h,Negative
jo tahaal pori raftaar ke sath jari hai,Positive
han teri horae hai hahha,Neutral
mein haft roza shahab jari kiya,Neutral
yeh tou hai mard apni biwi ki kismat say hi kamaata hai,Positive
i got the deal percent orignal and perfect cheez mili hai mujko fastest delivery ever t y game sources and t y daraz pk,Positive
javed miandad ne aisi surathal mein batting shoro ki jab pakistan ka runs bare batsman out ho chuke thay,Negative
bilkul berra garhk uska,Negative
mera murshad sacha,Positive
allah salamat rakhay,Positive
apne price kay hisaab se yeh food processor bara hee acha chal raha hai is ko meine apne puranay phillips kay food processor kay badley mein khareeda hai aur who bohat hee acha chal raha grinders se lekar blenders dry mills aur choppers sab ki service aur performance se mein mutameen hoon aur sari accessories se kaam bohat asan hogaya hai,Positive
ya to sach k allah jo chhata h wahi hota h allah to kise k bura nhi chahta phir log kyu jadu kerty h ya allah ki merzi h kya,Neutral
usko kia hoa hai,Neutral
lanat ho in hokmrano per,Negative
as salam o alaikum bhai adwords yani keword pllaner par free account banaya jasakta hy ya nai agr banaya jasakta hy tu bata dy,Neutral
taqreb mein inayat hussain bhatti ne naat parhi baba ji a chishti ne phechan leya ke ye nojawan apne awaz ke sehar se soz o gudaz ke lashkar se insani qlab o izhan ko musakhar kar sakta hai aur unhon ne inayat hussain bhatti ko apni film phere mein gana gane ke leye kaha,Positive
done thanks urdu safha s admin for such initiative,Positive
allah ap ko lambi zindgi atta farmye,Positive
i just order this makeup kit and ye toota wa nikla,Negative
bhai nhi baji kaho d d,Negative
is leye jab wo captain banne to unhon ne is team ko is khuf se nijat dilai,Positive
weldon,Neutral
btao,Neutral
ab mt krna,Negative
ataullah niazi ne august ko mianwali ke village esakhel ke aik sadah aur mazhabi gharane mein janam liya,Neutral
nhi sirf zakat nhi fitra bhi dena chaheye askhir zyada zaroratmand hote hai,Neutral
hahahah welcome n tum b bol dena,Neutral
yahn anti ko tag krna chahye tha mje,Neutral
phir in aunty ko kahi jo road ganjy ny bana ky di hai os par ja ky rahy chor dy apna ghr r rahi bat larkiyon ganjun ka is maamly main jwb nj bibi,Negative
acha collection ha but matrial law ha,Negative
this is your eid,Positive
bushra ansari ne aik child performer ke taur par apna career shuru kiya aur guzishta dihaiyon se television screen par mukhtalif andaaz mein apne fun ka jadoo jaga rahi hain,Neutral
kharabi ki soorat me bijli k ta atul ko loadsheding na samjha jai,Negative
ab ke saawan ghar aa ja mera gana jari tha ke achanak barish ki boondein parhna shuru ho gai,Positive
jab pakistan mein zulfiqar ali bhutto ki hukoomat thi to hafeez sahab chand wajohaat se is hukoomat se bohat shaki the,Positive
is silsile mien dono actresses mutadid martaba karachi bhi gai magar chand aik tv programs mien shirkat ke ilawa koi drama project na mil saka,Negative
is film ne bharat aur pakistan samet puri duniya mein both acha business kerny ke saath sonal chauhan ke bollywood ki namwar adakaraon ke suf mein la khara kiya magar usy dusri adakaran ki trha bary banner ki filmein na milin us ke baad us ne buddha ogya tera baap g ke alawa telugu film rainbow aur kanda film mein abhi tak kam kiya hai,Positive
lakki shah sadar mehran mein in ka mazar aaj bhi marjaa khas o aam hai,Positive
mje afsos k sth khna prta ha k ye bat ap pe fit ati d d,Negative
sb se mehngi bikny wali team karachi ary group k salman iqbal ne lakh dollar me kharid li,Positive
this video was awesome but vote to imran khan ko hi dunga,Positive
angel ek to salo bd post vo b asi khofnak,Negative
apni trf s nh haqeeqat m,Neutral
saheen,Neutral
ab agay dekho reham khan ki kitab me kya kya inkishafat hote ha,Negative
ap k na dko to nend nhi ate atna fan ho ap k,Positive
dkh lia ks ki gf h,Neutral
hafze waly nafil ki wazahat kr dyn,Positive
wah zbrdst,Positive
jin mein khd khami ho wo he khd ko satisfy krny k lye dosron ko judge krty,Negative
bari e koi chwl orat ho tum,Negative
aysha eman rakh dia hai,Neutral
gussa kr gai hai,Negative
meri tarf sy apny parents to thanks bol dena,Neutral
bari he fit shirts hai teeno color bhi acha hai aur fitting bhi overall dekhnay mein bari stylish lagti hain,Positive
ko subah bajay se ghanto ke liye band rahenge ssgc,Neutral
bht acha abi chlna chahia tha,Positive
hahahahahahhahaahabah,Neutral
bilkul sai kha,Neutral
ap ny data pa konsa daras deny hain,Neutral
mohammad hafeez cricketers umoman zehani tor par mazbot shakhsiyat ke malik hote hain isi leye mushkil conditions mein bhi acha kheel peh karte hain zati tor par mujhe to zarorat nahi lekin agar board samajhta hai ke team ke ese sessions hone chaheyein to main usse bora nahi samjhon ga,Positive
bhai phir national stadium ko lahore shift kar do d,Neutral
nov ko kahira misar me mohammad ali pasha ki nigrani me publish hwa,Positive
agar chay mulk ki adalat e uzma nay aik ayni muqadmay kay baad unhain dobarah un kay uhday pay bahal to kar deya lakin phir bhi july mein sadar ghulam ishaq khan kay sath mian nawaz sharif ko bhi apnay uhday say istayfa dayna para,Negative
zer e ilaaj walid se kagzaat pr anghuta thumb lagane k ilzam mn senior anchor pirzada mn griftar,Negative
in ki shaiyri amooman romani mazhabi mili aur takhliqat e qudrat ke mauzoo par hai,Neutral
bc like kare jaa reply,Negative
momina k bhai chaye lai dou,Neutral
subhan allah salamat rahain ap,Positive
chubby cheeks krna ka totak ya tips btay plzzzzzzzz,Neutral
jo mulk ko mulak bol rhin aur lahore ko mulak bol rhin un ki jahalat aur zehmi ghulami ko topon ki salaami,Negative
yoo,Neutral
isi post ka wait tha,Neutral
lahori swords,Neutral
rafiq ahmad tarar ke walid ka naam chohdri sardar khan tarar tha,Neutral
phone tou no doubt bohat smart hai looks mein bhee pyara aur qeemat mein bhee bohat zyada nai hai tou aik achi choice hai kharedari ki is ka camera price kay hisab se bohat acha hai light mein ya dark mein picture quality bohat achee aatee hai aur battery bhee lagbag aik din poora nikla letee hai system ka istemal bhee mezay ka hai android os chalanay mein koi masla nai karta lekin gb ram honay ki waja se kabhi kabar mushkilat paish aatay hain jaisay mein social media bohat use karta hoon tou saray caches ram pe bhari parh jatay hain aur ram perform nai kartee phone lag hona shuruh krdetee hai kbahi contacts mein scroll kartay waqt phone hang hojata hai aur number dial krne kay seconds baad pata chalta hai kay call lag gayee hai ya nai jab kay phone bohat lag krta hai lekin lagging kay elawa budget mien yeh phone bohat acha hai nbas mein yehee recommend karoonga kay iskay naye model mein ram ki behtari karein gb ab kaun use karta hai p,Positive
meri trf se tere liye,Positive
heheh ulta choor qotwal ko danty,Negative
hehe mera or ka bhi asa kae bar hoa mostly sana wear my clothes,Neutral
nasir iqbal koshish yehi hoti hia ke mehnat karen aura chi karkardagi pesh karen,Positive
bol the ulfat ki nai manzil ko chala is gane ne bhi us dor mein tehalka macha deyaaur zaban e zad o aam howa,Positive
badshah salamat se unhoon ne guftogo ka kuch is tarha aghaz kiya,Positive
thanks bjy krne ka but aik suggestion ha repeat b kren drama ko chahe shaam ma kren but kren or repeat chahe ramzan k baad hi start kren but daramo ko repeat b kiya kren,Positive
america ke saddar barak obama se mulaqat united nations mein khitab aman ke nobel inaam ke leye namzadgi aur nakami ke elawa bohat si degar baatein malala ki zat ko ab bhi behas ka markaz banaye rakhti hain,Negative
uff u sheer walon ka kya ho ga allah inko choroon sy bachaye,Neutral
noman bk lg yhi rha,Negative
dill chah raha hai sir walun ko bhejain ye video,Neutral
inmein se medan naye tameer kiye gaye hain,Neutral
in mumalik mein argentina bolivia brazil cheli colombia ecuador paraguay uruguay peru aur venezvila shamil hain,Neutral
mein in ki amli zindagi ne aik aeham karwat us waqt li,Neutral
apne sala career mein kae nasheb o farez dekhne ke bad saeed anwar ne bil aakhir august mein international cricket se retirement ka aelaan kar diya,Neutral
mein in ki shadi makhdoom ul mulk syed ghulam meeran shah ki sahabzadi ke sath hui,Neutral
khanay k baad kiya haiz ya nafas wali aurat surrah quraish parh sakti hain,Neutral
jeeto pakistan chalra hai,Neutral
gilgit me tamam taleemi idarey band rahengy,Negative
nice g,Neutral
mashallah peyara beyan hai,Positive
khas taur se film sharabi ke aik intehai maqbool gane mujhe nau lakha manga de rey o sayyan dewane par raqs karte hue wo bilashuba apne fun ke joban par nazar aati hain,Positive
mix wala scene fit hy,Positive
ek din esa bhi ayega k hum jamu kashmir ki wadion mai cricket khlengy,Positive
bikwass ki b koi had hoti hi her waqit bakwass bakwass bakwass,Negative
tum bhi,Neutral
dekhti hn rooz,Neutral
bhai scene on ha,Positive
allah apny bandy ko maaaon sy zada pyaar krta hy is liye hmaari taqdeer kbhii buri ni hoskti,Negative
kiaa krna h mirror dekh kr bina dekhy bhi mashallah nikalta h,Positive
all india champion abdul bari hashim ka pahla shikar bane yeh ki bat hai,Positive
mjhe messages nahi milra,Negative
eid ul fiter per bi barishon ka imkan,Positive
aap k aisa kehnay par nab pichay hat gaee,Neutral
president putin ko maghrabi zarae iblaagh ne nae russia ka czar ka khitaab diya hai guzre waqton mein russia ke badshahon ko czar kaha jata tha,Positive
phir to thank you uncle s ko kehna chahiye,Neutral
inho ne pey dar pey kae kamiyab films mein kaam kiya aur ben ul aqwami shohrat paai,Neutral
wah je wah,Positive
wo muaaf kar dene wale shakhs hain agar koi shakhs bilkhusoos koi mulazim ghalti kar bethta hai to wo ise yaksar nazar andaaz kar dete hain,Positive
malir khokrapar me firing se yousuf bhola janbahaq sohail zakhmi,Negative
acha ye kya hota,Positive
tu he hai itna thatki sirf,Negative
plz mery liye b dua kariyga mera allah mjhsy razi hojayee or meri migfry kardy ammen,Positive
jinhe mera dil lutteya,Neutral
amoman log samajhte hain ke jhok siyal hi abid ali ki pheli serial thi halan ke sach ye hai ke unhon ne sab se phele saleem chishtti le likhe howe kheel zanjeer mein adakari ki,Positive
noon league is history pti is future,Neutral
aj kl k farigh logon ki behtren activity,Neutral
chor family chor h,Negative
buhat acha laga mein again use karunga,Positive
haar maani,Negative
chloo phr logo kay lye,Neutral
jab ke film escape to victory ki aksbandi ke dauran azeem footballer peele ki kick rokte hue stallone apni ungli turhwa bethe the,Negative
malala yousafzai ko tashweshnak halat mein pishawar hospital laya gaya kuch dinon bad behtar ilaj ke leye rawalpindi laya gaya,Neutral
nice dreem,Neutral
han han pta hai,Neutral
mjhe ye product chahiye thi me local market mein gya toh mjhe ni mili lekin daraz par availiable thi mere acne khatam hogyi hai is se nice productt love u daraz,Positive
khandano mein khushk rashan jis mein aata chawal daal oil ked abbey cheeni dry milk ke ilawa blanket tent garam kaprhe taqseem kiye gaey,Neutral
masha allha ma batey ko allha salamat rakhay ameen,Positive
marriyam nadeem hadia nadeem,Neutral
laanat ha es mulk k hukmarano per,Negative
plz change team name nd logo,Neutral
ma ne itny jawab dye tum q ni de rahy k what should we do,Negative
mehdi hassan ka geet ranjish hi sahi dil hi dukhane ke leye aa aur ik sitam aur meri jan abhi jan baqi hai aaj bhi suniye to dil udas ho jata hai,Negative
live dekhi keya pur kaif manazar thy,Positive
stel mil mulazmin ko mah ki tankhain mil gai rpt jokhio,Positive
allah ki marzi hai beshak wohi ata karne wala hai insaan tou sirf zariya hai dyne wali zaat sirf allah ki hai,Positive
apne dukh se pyar karna duniya ka dastor he,Negative
adhi raat,Neutral
unhone tu kuch bhi nhe parhaya tu nazar kiya ata,Negative
katrina ke naam mein kaif ka lahiqa un hi ki niabat se laga howa hai is se phele wo apni angrez walidah suzanne turquotte ki nisbat se apna naam katrina turquotte likhti thein,Neutral
se tak rashdi marhoom ne mohammed ayyub khoro ke secretary ke faraiyz anjaam diye aur sindh ko bombay se alehda karne ki koshishon mein hissa liya,Positive
party bazi ka anjam betay ne baap ko goli maar kar khudkushi kar li,Negative
aur m surat taubaa ki akhri aayat ki ijazaat lena chata hoo ya surat moomenoon ki akhri ayaat ki jis ki marzi ap dy dyen,Positive
hahhaha kuri,Neutral
ecp ne pti k accounts ki tafsilat december tak mang len,Neutral
